影像号,读者,split,n_roi,n_below,n_above,frac_below,frac_above,roi_min,roi_max
IMG-5162797D54,R1,A,7258,0,0,0.0,0.0,-4.0463690757751465,4.680706977844238
IMG-91927D1621,R1,A,180348,0,0,0.0,0.0,-2.718081474304199,4.7242751121521
IMG-CFAF88B4CD,R1,A,4407,0,0,0.0,0.0,-3.1410250663757324,5.9547810554504395
IMG-8B3F8BA7D6,R1,B,6686,0,0,0.0,0.0,-3.794163227081299,5.463237762451172
IMG-303462E9AB,R1,B,4776,0,0,0.0,0.0,-3.424048662185669,7.93118143081665
IMG-1A8A63EDA6,R1,A,2171,0,0,0.0,0.0,-2.908748149871826,5.2520246505737305
IMG-FD6A3F9B5F,R1,A,9736,0,0,0.0,0.0,-2.7507920265197754,3.5543696880340576
IMG-CE8B531748,R1,A,10231,0,0,0.0,0.0,-4.240219593048096,5.944932460784912
IMG-B59F60C732,R1,B,5727,0,0,0.0,0.0,-4.609569549560547,6.758443832397461
IMG-54236152F7,R1,A,20165,0,0,0.0,0.0,-3.1731863021850586,6.100087642669678
IMG-80199D80D4,R1,A,5527,0,0,0.0,0.0,-3.1557037830352783,5.597038745880127
IMG-624280518C,R1,B,10455,0,0,0.0,0.0,-3.9134185314178467,4.938740253448486
IMG-2598452A2C,R1,A,3876,0,0,0.0,0.0,-3.036085367202759,7.028985977172852
IMG-95DCA281A3,R1,A,3630,0,0,0.0,0.0,-3.1480817794799805,6.029045581817627
IMG-A7D59529BB,R1,A,14237,0,0,0.0,0.0,-3.580745220184326,7.731987476348877
IMG-C494A4152C,R1,B,8411,0,0,0.0,0.0,-3.4400346279144287,3.6195995807647705
IMG-D6415F4197,R1,A,4472,0,0,0.0,0.0,-3.194098949432373,6.97692346572876
IMG-70906056DC,R1,A,1896,0,0,0.0,0.0,-3.9789106845855713,3.8563804626464844
IMG-D085D2AAE2,R1,A,4611,0,0,0.0,0.0,-2.7641634941101074,6.887119770050049
IMG-0203DA228B,R1,B,2911,0,0,0.0,0.0,-2.5842292308807373,4.883419990539551
IMG-EC1E7A94F3,R1,A,6890,0,0,0.0,0.0,-2.714895009994507,4.5526628494262695
IMG-8014D09B0A,R1,A,18383,0,0,0.0,0.0,-3.8564558029174805,5.918760776519775
IMG-4449C8D329,R1,B,1681,0,0,0.0,0.0,-3.350396156311035,5.211423397064209
IMG-63FD509047,R1,A,14003,0,0,0.0,0.0,-3.5399880409240723,11.59911060333252
